episode,reward,execution_time
1,-54.0,0.17
1,4.0,0.17

1,-10.0,0.17
1,-4.0,0.17
2,-26.0,0.17
2,-14.0,0.17
2,6.0,0.17

2,-2.0,0.17
2,0.0,0.17

3,-10.0,0.173,-26.0,0.17
3,0.0,0.17

3,0.0,0.17
3,-32.0,0.17
4,-28.0,0.19
4,0.0,0.19

5,-46.0,0.18
5,-36.0,0.18
5,-40.0,0.18
5,-52.0,0.18
5,-34.0,0.18
6,16.0,0.18
6,-4.0,0.18

6,-6.0,0.18

7,4.0,0.2

7,44.0,0.2
8,-22.0,0.19
8,-18.0,0.19
8,-36.0,0.19
9,-26.0,0.27
9,2.0,0.27

10,-38.0,0.18
10,2.0,0.18

10,-38.0,0.18
11,-30.0,0.19
11,-24.0,0.1911,-18.0,0.19
12,-46.0,0.22
12,-34.0,0.22
12,-34.0,0.22
13,-52.0,0.22
13,-42.0,0.22
13,-54.0,0.22
14,-26.0,0.21
14,-24.0,0.21
14,-22.0,0.21
15,-22.0,0.18
15,-22.0,0.18
15,-50.0,0.18
16,-42.0,0.16
16,-18.0,0.16
16,-14.0,0.16
16,-10.0,0.16
17,-28.0,0.19
17,-16.0,0.19
17,-28.0,0.19
17,-4.0,0.19
18,-38.0,0.19
18,-60.0,0.19
18,-38.0,0.19
18,-48.0,0.19
19,-34.0,0.16
9,-22.0,0.16
19,-26.0,0.16
19,20.0,0.16

19,0.0,0.16
20,-32.0,0.17
20,-4.0,0.17

20,-44.0,0.17
20,-48.0,0.17
21,22.0,9.79
21,44.0,9.79
21,-4.0,9.79
21,40.0,9.79
22,30.0,0.19
22,0.0,0.19

22,18.0,0.19
23,16.0,0.16
23,38.0,0.16
23,8.0,0.16
23,18.0,0.16
23,42.0,0.16
24,-14.0,0.16
24,-12.0,0.16
24,2.0,0.16
24,-34.0,0.16
25,36.0,0.16
25,44.0,0.16
25,28.0,0.16
25,26.0,0.16
25,8.0,0.16

25,40.0,0.16
25,22.0,0.16
26,6.0,0.16


26,32.0,0.16
27,48.0,0.16
27,2.0,0.16

27,32.0,0.16
27,-8.0,0.16
27,20.0,0.16
28,10.0,0.17

28,22.0,0.17
28,-22.0,0.17
28,12.0,0.17

29,56.0,0.15
9,50.0,0.15
29,28.0,0.15
30,30.0,0.16
30,38.0,0.16
30,30.0,0.16
30,58.0,0.16
31,14.0,0.17
31,-6.0,0.17
31,-16.0,0.17
31,12.0,0.17
31,32.0,0.17
31,2.0,0.17

32,4.0,0.16

32,32.0,0.16
32,-4.0,0.16

33,16.0,0.16
33,4.0,0.16
33,-8.0,0.16
33,4.0,0.16
33,44.0,0.16
33,6.0,0.16
34,-32.0,0.1634,2.0,0.15

34,18.0,0.16
34,10.0,0.16
34,44.0,0.15
35,38.0,0.16
35,-10.0,0.16
35,24.0,0.16
36,8.0,0.15
36,-34.0,0.15
36,-28.0,0.15
36,42.0,0.15

37,14.0,0.15

37,40.0,0.15
37,14.0,0.15
37,-10.0,0.15
38,-28.0,0.16
38,-46.0,0.16
38,-18.0,0.16
39,6.0,0.17

39,-20.0,0.17
39,32.0,0.17
39,14.0,0.17
40,-10.0,0.1840,8.0,0.18

40,46.0,0.17

40,44.0,0.17
41,-28.0,9.05
41,-2.0,9.05

41,-10.0,9.05
42,22.0,0.21
42,8.0,0.2
42,-8.0,0.2
43,6.0,0.2

43,-10.0,0.243,-28.0,0.2
44,36.0,0.21
44,-8.0,0.21
44,4.0,0.21
45,40.0,0.21
45,34.0,0.21
45,74.0,0.21
45,26.0,0.21
46,40.0,0.16
46,0.0,0.16
46,14.0,0.16
47,-30.0,0.17
,-52.0,0.17
47,-38.0,0.17
47,-6.0,0.17
47,6.0,0.17
48,28.0,0.17
48,16.0,0.17

48,-20.0,0.17
49,70.0,0.17
49,66.0,0.17
49,30.0,0.17
50,14.0,0.19
0,0.0,0.19

50,36.0,0.19
51,20.0,0.18
51,38.0,0.18
51,2.0,0.18
51,46.0,0.18
52,78.0,0.17
52,34.0,0.17
52,-2.0,0.17
53,20.0,0.16
53,26.0,0.16
53,46.0,0.16
54,12.0,0.16
54,-2.0,0.16
54,38.0,0.16
54,22.0,0.16
54,8.0,0.16
54,40.0,0.16
55,-40.0,0.17
55,-20.0,0.17
55,-4.0,0.17
55,-20.0,0.17
55,-32.0,0.17
56,48.0,0.17
56,30.0,0.17
56,24.0,0.17
57,42.0,0.1657,46.0,0.16
57,64.0,0.16
57,54.0,0.16
57,40.0,0.16
58,-24.0,0.17
58,-16.0,0.17
58,-36.0,0.17
59,-20.0,0.16
59,26.0,0.16

59,-24.0,0.16
59,-34.0,0.16
60,0.0,0.17


60,0.0,0.17

60,4.0,0.17

60,20.0,0.17
61,20.0,0.16
61,12.0,0.16
61,66.0,0.16
61,88.0,0.16
61,32.0,0.16
62,42.0,8.62
62,56.0,8.62
62,54.0,8.62
63,78.0,0.17
63,64.0,0.17
63,58.0,0.17
63,30.0,0.17
63,78.0,0.17
64,-16.0,0.16
64,-34.0,0.16
64,-26.0,0.16
64,-6.0,0.16
64,24.0,0.16
64,-42.0,0.16
65,62.0,0.17
65,58.0,0.17
65,92.0,0.17
65,36.0,0.17
66,74.0,0.16
66,54.0,0.16
66,36.0,0.16
66,38.0,0.16
67,58.0,0.16
67,54.0,0.16
67,54.0,0.16
67,50.0,0.16
67,68.0,0.16
67,50.0,0.16
68,64.0,0.16
68,74.0,0.16
68,66.0,0.16
68,58.0,0.16
68,76.0,0.16
68,64.0,0.16
69,24.0,0.17
69,30.0,0.17
69,4.0,0.17
69,10.0,0.17
69,26.0,0.17
70,58.0,0.16
70,74.0,0.16
70,72.0,0.16
70,28.0,0.16
70,12.0,0.16
70,52.0,0.16
71,38.0,0.17
71,34.0,0.17
71,72.0,0.17
71,20.0,0.17
72,-16.0,0.17
2,-4.0,0.17
72,8.0,0.17
72,34.0,0.17

72,10.0,0.17
72,-12.0,0.17
73,70.0,0.17
73,66.0,0.17
73,30.0,0.17
73,50.0,0.17
74,44.0,0.16
74,50.0,0.16
74,62.0,0.16
74,-4.0,0.16
74,64.0,0.16
75,60.0,0.16
75,76.0,0.16
75,72.0,0.16
75,58.0,0.16
75,64.0,0.16
76,66.0,0.16
76,48.0,0.17
76,56.0,0.16
76,88.0,0.16
77,-8.0,0.17

77,-30.0,0.17
77,-18.0,0.17
77,-56.0,0.17
78,38.0,0.16
78,44.0,0.16
78,80.0,0.16
78,32.0,0.16
79,-4.0,0.17

79,-12.0,0.17
79,12.0,0.17
79,-36.0,0.17
80,-56.0,0.17
80,-22.0,0.17
80,-2.0,0.17
80,18.0,0.17
81,6.0,0.16

81,-10.0,0.16
81,-24.0,0.16
81,-22.0,0.16
82,-20.0,8.13
82,-8.0,8.13
82,-12.0,8.13
82,-18.0,8.13
83,-12.0,0.16883,16.0,0.16
83,-4.0,0.16
84,72.0,0.16
84,96.0,0.16
84,82.0,0.16
84,58.0,0.16
85,0.0,0.16

85,-8.0,0.16
85,16.0,0.16

85,2.0,0.16
86,46.0,0.16
86,28.0,0.16
86,50.0,0.16
86,40.0,0.16
86,46.0,0.16
87,66.0,0.17
87,56.0,0.17
87,62.0,0.17
87,62.0,0.17
87,86.0,0.17
88,64.0,0.16
88,60.0,0.16
88,74.0,0.16
88,78.0,0.16
88,54.0,0.16
89,80.0,0.16
89,22.0,0.16
89,96.0,0.16
89,82.0,0.16
89,70.0,0.16
90,46.0,0.16
90,60.0,0.16
90,76.0,0.16
90,56.0,0.16
90,52.0,0.16
90,86.0,0.16
91,72.0,0.17
91,74.0,0.17
91,62.0,0.17
91,72.0,0.17
91,62.0,0.17
92,66.0,0.16
92,52.0,0.16
92,42.0,0.16
92,42.0,0.16
92,52.0,0.16
92,54.0,0.16
92,52.0,0.16
93,64.0,0.17
93,62.0,0.17
93,78.0,0.17
94,12.0,0.16

94,30.0,0.16
94,18.0,0.16
94,18.0,0.16
95,82.0,0.16
95,98.0,0.16
95,42.0,0.16
95,74.0,0.16
95,60.0,0.16
96,-24.0,0.16
96,-12.0,0.16
96,-24.0,0.16996,-44.0,0.16
97,62.0,0.16
97,82.0,0.16
97,88.0,0.16
97,76.0,0.16
98,-6.0,0.16
98,6.0,0.16
98,30.0,0.16
98,8.0,0.16

98,-8.0,0.16
99,6.0,0.17
99,12.0,0.16
99,0.0,0.17
99,-22.0,0.17
99,-36.0,0.16
100,70.0,0.16
100,46.0,0.16
100,62.0,0.16
100,62.0,0.16
101,66.0,0.16
101,62.0,0.16
101,50.0,0.16
101,68.0,0.16
101,58.0,0.16
102,18.0,0.16
102,24.0,0.16
102,46.0,0.16
102,-12.0,0.16
102,28.0,0.16
103,-36.0,8.2
103,6.0,8.2
104,76.0,0.16
104,46.0,0.16
104,66.0,0.16
104,82.0,0.16
104,90.0,0.16
104,76.0,0.16
105,62.0,0.16
105,50.0,0.16
105,48.0,0.16
105,70.0,0.16
106,48.0,0.17
106,12.0,0.17
106,62.0,0.17
106,42.0,0.17
107,4.0,0.17

107,-22.0,0.17
107,-14.0,0.17
7,-20.0,0.17
108,26.0,0.17
108,66.0,0.17
108,68.0,0.17
108,62.0,0.17
108,28.0,0.17
108,48.0,0.17
109,88.0,0.16
109,90.0,0.16
109,76.0,0.16
110,-16.0,0.17
110,-8.0,0.17
110,-16.0,0.17
110,-30.0,0.17
111,94.0,0.17
111,96.0,0.17
111,80.0,0.17
111,92.0,0.17
111,76.0,0.17
112,92.0,0.17
112,72.0,0.17
112,66.0,0.17
113,60.0,0.16
113,72.0,0.16
113,88.0,0.16
113,78.0,0.16
113,74.0,0.16
114,48.0,0.17
114,24.0,0.17
114,38.0,0.17

115,78.0,0.16
115,92.0,0.16
115,100.0,0.16
116,68.0,0.16
116,52.0,0.16
116,86.0,0.16
117,24.0,0.18
117,22.0,0.18
117,48.0,0.18
118,36.0,0.2
118,-12.0,0.2
118,6.0,0.2
118,14.0,0.2
119,92.0,0.19
119,68.0,0.19
119,86.0,0.19
119,70.0,0.19
120,18.0,0.2
120,36.0,0.2
120,22.0,0.2
120,12.0,0.2
121,10.0,0.191121,-8.0,0.19
121,24.0,0.19
121,24.0,0.19
122,-10.0,0.171122,18.0,0.17
122,46.0,0.17
123,68.0,8.9
123,72.0,8.9
123,88.0,8.9
124,96.0,0.24
124,72.0,0.24
124,76.0,0.24
125,82.0,0.23
125,86.0,0.23
125,92.0,0.23
125,94.0,0.23
126,82.0,0.19
126,70.0,0.2

126,82.0,0.2
127,92.0,0.17
127,80.0,0.17
127,60.0,0.17
128,80.0,0.17
128,72.0,0.17
128,80.0,0.17
129,94.0,0.21
129,70.0,0.21
129,80.0,0.21
130,98.0,0.21

130,74.0,0.21
130,80.0,0.21
130,70.0,0.21
131,64.0,0.2

131,74.0,0.2
131,62.0,0.2
132,96.0,0.19
132,88.0,0.19
132,98.0,0.19
132,54.0,0.19
133,84.0,0.19
133,78.0,0.18
133,68.0,0.19
133,60.0,0.18
133,80.0,0.18
134,84.0,0.18
134,68.0,0.18
134,88.0,0.18
135,46.0,0.17
135,72.0,0.17
135,52.0,0.17
136,16.0,0.17
136,28.0,0.17
136,40.0,0.17
136,14.0,0.17
137,60.0,0.16
137,54.0,0.16
137,84.0,0.16
138,72.0,0.18
138,78.0,0.18
138,80.0,0.18
138,80.0,0.18
138,72.0,0.18
138,90.0,0.18
139,90.0,0.18

139,70.0,0.18
139,88.0,0.18
139,74.0,0.18
140,92.0,0.17
140,82.0,0.17
140,68.0,0.17
141,72.0,0.18
141,86.0,0.18
141,82.0,0.18
141,88.0,0.18
142,68.0,0.19
142,84.0,0.19
142,62.0,0.19
143,92.0,0.24
143,66.0,0.24
143,90.0,0.24
143,56.0,0.24
144,74.0,9.19
144,70.0,9.19
144,98.0,9.19
144,92.0,9.19
145,96.0,0.17
145,94.0,0.17
145,96.0,0.17
146,62.0,0.17
146,96.0,0.17
146,86.0,0.17
146,80.0,0.17
147,74.0,0.18
147,62.0,0.18
147,84.0,0.18
147,66.0,0.18
148,64.0,0.18
148,72.0,0.18
148,88.0,0.18
148,78.0,0.18
149,70.0,0.17
149,92.0,0.17
149,98.0,0.17
150,28.0,0.16
150,24.0,0.16
150,20.0,0.16
151,96.0,0.17
151,56.0,0.17
151,66.0,0.17
151,90.0,0.17
151,68.0,0.17
152,62.0,0.16
152,62.0,0.16
152,70.0,0.16
152,62.0,0.16
153,84.0,0.17
153,82.0,0.17
153,84.0,0.17
153,94.0,0.17
154,56.0,0.17
154,56.0,0.17
154,34.0,0.17
154,36.0,0.17
155,50.0,0.16
155,54.0,0.16
155,42.0,0.16
155,60.0,0.16
156,92.0,0.16
156,88.0,0.16
156,90.0,0.16
156,76.0,0.16
156,88.0,0.16
157,34.0,0.16
157,44.0,0.16
157,22.0,0.16
157,44.0,0.16
157,28.0,0.16
158,78.0,0.16
158,66.0,0.16
158,86.0,0.16
158,46.0,0.16
159,78.0,0.16
159,72.0,0.16
159,24.0,0.16
159,78.0,0.16
159,58.0,0.16
160,70.0,0.16
160,54.0,0.16
160,60.0,0.16
161,98.0,0.17
161,98.0,0.17
161,98.0,0.17
162,22.0,0.2
162,4.0,0.2

162,20.0,0.2
163,98.0,0.18
163,94.0,0.18
163,90.0,0.18
163,82.0,0.18
163,92.0,0.18
164,60.0,9.19
164,78.0,9.19
164,66.0,9.19
164,52.0,9.19
165,76.0,0.16
165,86.0,0.16
165,88.0,0.16
166,68.0,0.16
166,84.0,0.16
166,72.0,0.16
166,80.0,0.16
166,68.0,0.16
167,82.0,0.17
167,76.0,0.17
167,56.0,0.17
167,76.0,0.17
167,74.0,0.17
168,86.0,0.16
168,86.0,0.16
168,70.0,0.16
168,98.0,0.16
168,98.0,0.16
169,90.0,0.16

169,96.0,0.16
169,76.0,0.16
170,88.0,0.16
170,82.0,0.16
170,90.0,0.16
170,86.0,0.16
171,84.0,0.17
171,92.0,0.17
171,92.0,0.17
171,88.0,0.17
171,90.0,0.17
172,92.0,0.15
172,86.0,0.15
172,90.0,0.15
172,74.0,0.15
172,68.0,0.15
173,86.0,0.16
173,94.0,0.16
173,94.0,0.16
173,90.0,0.16
174,80.0,0.16
174,44.0,0.16
174,84.0,0.16
174,54.0,0.16
174,54.0,0.16
174,84.0,0.16
175,92.0,0.16
175,90.0,0.16
175,86.0,0.16
175,92.0,0.16
175,86.0,0.16
176,76.0,0.15
176,50.0,0.15
176,32.0,0.15
176,34.0,0.15
177,96.0,0.16
177,80.0,0.16
177,82.0,0.16
177,100.0,0.161177,98.0,0.16
178,96.0,0.16
178,92.0,0.16
178,92.0,0.16
178,100.0,0.16
178,98.0,0.16
179,84.0,0.17
179,76.0,0.17
179,88.0,0.17
180,76.0,0.16
180,88.0,0.16
180,78.0,0.16
180,88.0,0.16
181,94.0,0.16
181,94.0,0.16
181,84.0,0.16
181,88.0,0.16
181,68.0,0.16
182,6.0,0.16

182,28.0,0.16
182,10.0,0.16
182,-10.0,0.16
183,84.0,0.16
183,92.0,0.16
183,90.0,0.16
183,74.0,0.16
184,86.0,0.16
184,92.0,0.16
184,94.0,0.16
184,88.0,0.16
184,80.0,0.16
185,88.0,8.2
185,94.0,8.2
185,96.0,8.2
185,82.0,8.2
186,54.0,0.16
186,64.0,0.16
186,48.0,0.16
186,52.0,0.16
186,48.0,0.16
186,56.0,0.16
187,82.0,0.16
187,98.0,0.16
187,94.0,0.16
187,96.0,0.16
188,96.0,0.16
188,92.0,0.16
188,96.0,0.16
188,94.0,0.16
188,90.0,0.16
188,94.0,0.16
189,68.0,0.16
189,76.0,0.16
189,80.0,0.16
190,90.0,0.16
190,74.0,0.16
190,86.0,0.16
190,98.0,0.16
191,80.0,0.16
191,74.0,0.16
191,76.0,0.16
191,92.0,0.16
191,60.0,0.16
192,84.0,0.16
192,82.0,0.16
192,82.0,0.16
192,92.0,0.16
192,88.0,0.16
193,24.0,0.16
193,48.0,0.16
193,12.0,0.16
194,90.0,0.16
194,80.0,0.16
194,92.0,0.16
194,94.0,0.16
194,94.0,0.16
194,84.0,0.16
195,74.0,0.16
195,58.0,0.16
195,94.0,0.16
195,82.0,0.16
196,98.0,0.16
196,94.0,0.16
196,98.0,0.16
197,48.0,0.16
197,52.0,0.16
197,36.0,0.16
197,42.0,0.16
197,40.0,0.16
198,86.0,0.16
198,96.0,0.16
198,76.0,0.16
198,88.0,0.16
199,94.0,0.16
199,70.0,0.16
199,82.0,0.16
199,94.0,0.16
199,96.0,0.16
200,76.0,0.15
200,90.0,0.15

200,92.0,0.15
200,92.0,0.15
201,68.0,0.17
201,50.0,0.17
202,86.0,0.17
202,100.0,0.17
202,70.0,0.17
202,96.0,0.17
203,64.0,0.17
203,70.0,0.17
203,64.0,0.17
203,58.0,0.17
203,62.0,0.17
203,66.0,0.17
204,84.0,0.16
204,78.0,0.16
204,94.0,0.16
205,92.0,9.68
205,98.0,9.68
205,96.0,9.68
205,70.0,9.68
206,4.0,0.22

206,32.0,0.22
206,30.0,0.22
206,32.0,0.22
207,38.0,0.2
207,86.0,0.2
207,90.0,0.2
207,90.0,0.2
208,96.0,0.18
208,94.0,0.18
209,78.0,0.22
209,78.0,0.22
209,82.0,0.22
210,76.0,0.22
210,64.0,0.22
211,86.0,0.19
211,64.0,0.19
212,92.0,0.18
212,86.0,0.18
212,84.0,0.18
213,60.0,0.2
213,66.0,0.2
213,68.0,0.2
214,76.0,0.18
214,84.0,0.18
214,80.0,0.18
214,74.0,0.18
215,90.0,0.19

15,96.0,0.19
215,98.0,0.19
216,90.0,0.2
216,88.0,0.2
217,94.0,0.19
217,90.0,0.19
217,76.0,0.19
218,92.0,0.18
218,96.0,0.18
218,86.0,0.18

219,92.0,0.18
219,90.0,0.18
220,96.0,0.24
220,90.0,0.24

221,88.0,0.2
221,90.0,0.2
221,94.0,0.2
222,92.0,0.2
222,86.0,0.2
223,86.0,0.21
223,90.0,0.21
223,90.0,0.21
223,76.0,0.21
224,78.0,0.17
224,74.0,0.17
225,88.0,0.17
225,76.0,0.17
225,76.0,0.17
225,84.0,0.17
225,78.0,0.17
225,94.0,0.17
226,86.0,8.85
226,84.0,8.85
226,84.0,8.85
227,86.0,0.16
227,92.0,0.16
227,90.0,0.17
227,90.0,0.16
228,42.0,0.17
228,42.0,0.17
229,90.0,0.17
229,92.0,0.17
229,86.0,0.17
230,68.0,0.17
230,42.0,0.17
230,44.0,0.17
230,50.0,0.17
231,64.0,0.18
231,76.0,0.18
231,78.0,0.18
231,58.0,0.18
232,24.0,0.17
232,42.0,0.17
232,38.0,0.17
233,70.0,0.17
233,64.0,0.17
233,50.0,0.17
233,62.0,0.17
234,66.0,0.17
234,70.0,0.17
234,58.0,0.17
234,70.0,0.17
235,34.0,0.17
235,44.0,0.17
235,50.0,0.17
236,86.0,0.16
236,88.0,0.16
236,82.0,0.16
236,76.0,0.16
237,94.0,0.16
237,94.0,0.16
237,92.0,0.16
237,96.0,0.16
238,88.0,0.17
238,90.0,0.17
238,82.0,0.17
238,94.0,0.17
238,82.0,0.17
239,84.0,0.17
239,82.0,0.17
239,86.0,0.17
239,84.0,0.17
240,82.0,0.18
240,92.0,0.18
240,92.0,0.18
241,42.0,0.17
241,52.0,0.17
241,44.0,0.17
241,44.0,0.17
241,52.0,0.17
242,60.0,0.16
242,56.0,0.16
242,34.0,0.16
243,92.0,0.17
243,88.0,0.17
243,88.0,0.17
243,88.0,0.17
244,94.0,0.17
244,98.0,0.17
244,98.0,0.17
245,56.0,0.17
245,64.0,0.17
245,58.0,0.17
246,58.0,8.17
246,54.0,8.17
246,56.0,8.17
246,42.0,8.17
246,48.0,8.17
246,46.0,8.17
246,46.0,8.17
247,86.0,0.16
247,80.0,0.16
247,86.0,0.16
247,90.0,0.16
247,86.0,0.16
248,90.0,0.15
248,100.0,0.15
248,82.0,0.15
248,88.0,0.15
248,88.0,0.15
249,78.0,0.15
249,76.0,0.15
249,84.0,0.15
249,82.0,0.15
249,74.0,0.15
249,84.0,0.15
249,66.0,0.15
250,88.0,0.16
250,88.0,0.16
250,84.0,0.16
250,82.0,0.16
251,46.0,0.16
251,50.0,0.16
251,36.0,0.16
251,44.0,0.16
251,44.0,0.16
251,38.0,0.16
251,52.0,0.16
252,92.0,0.17
252,96.0,0.17
252,94.0,0.17
252,90.0,0.17
252,96.0,0.17
252,94.0,0.17
252,94.0,0.17
253,28.0,0.16
253,28.0,0.16
253,28.0,0.16
253,46.0,0.16
253,32.0,0.16
253,44.0,0.16
254,94.0,0.16
254,94.0,0.16
254,88.0,0.16
255,62.0,0.16
255,76.0,0.16
255,76.0,0.16
255,60.0,0.16
256,92.0,0.16

256,88.0,0.16
256,94.0,0.16
256,94.0,0.16
256,94.0,0.16
256,94.0,0.16
257,94.0,0.17
257,96.0,0.17
257,88.0,0.17
257,88.0,0.17
257,80.0,0.17
257,96.0,0.17
258,88.0,0.17
258,98.0,0.17
258,98.0,0.17
258,98.0,0.17
259,86.0,0.16
259,90.0,0.16
259,90.0,0.16
259,90.0,0.16
259,96.0,0.16
259,88.0,0.16
260,90.0,0.16
260,94.0,0.16
260,80.0,0.16
261,86.0,0.16
261,92.0,0.16
261,84.0,0.16
261,88.0,0.16
262,96.0,0.16
262,80.0,0.16
262,88.0,0.16
262,92.0,0.16
263,92.0,0.16
263,96.0,0.16
263,94.0,0.16
263,92.0,0.16
263,92.0,0.16
264,82.0,0.17
264,88.0,0.17
264,80.0,0.17
264,88.0,0.16
264,84.0,0.17
265,54.0,0.16
265,70.0,0.16
265,58.0,0.16
265,64.0,0.16
266,70.0,0.16
266,60.0,0.16
266,78.0,0.16
266,74.0,0.16
266,84.0,0.16
267,90.0,8.39
267,90.0,8.39
267,92.0,8.39
267,88.0,8.39
267,88.0,8.39
268,88.0,0.17
268,92.0,0.17
268,94.0,0.17
269,94.0,0.16
269,92.0,0.16
269,92.0,0.16
270,92.0,0.17
270,76.0,0.17
271,96.0,0.16
271,98.0,0.17
271,92.0,0.17
272,94.0,0.16
272,88.0,0.16
272,96.0,0.16
272,98.0,0.16
273,92.0,0.16
273,84.0,0.17
273,88.0,0.17
273,80.0,0.16
274,50.0,0.18
274,60.0,0.18
274,58.0,0.18
274,60.0,0.18
274,58.0,0.18
275,82.0,0.17
275,70.0,0.18
275,58.0,0.17
275,86.0,0.17
276,92.0,0.16
276,94.0,0.16
276,84.0,0.16
276,98.0,0.16
276,92.0,0.16
277,60.0,0.16
277,62.0,0.16
277,44.0,0.16
277,58.0,0.16
278,92.0,0.16
278,86.0,0.16
278,92.0,0.16
278,90.0,0.16
278,94.0,0.16
278,80.0,0.16
279,86.0,0.17
279,88.0,0.17
279,82.0,0.17
280,84.0,0.17
280,90.0,0.17
280,86.0,0.17
280,94.0,0.17
280,84.0,0.17
281,46.0,0.17
281,62.0,0.17
281,64.0,0.17
281,58.0,0.17
282,52.0,0.16
282,50.0,0.16
282,58.0,0.16
282,58.0,0.16
283,22.0,0.17
283,14.0,0.17
283,18.0,0.16
283,32.0,0.17
284,96.0,0.16
284,86.0,0.16
284,96.0,0.16
284,84.0,0.16
284,94.0,0.16
285,94.0,0.17
285,86.0,0.17
286,76.0,0.17
286,86.0,0.17
286,86.0,0.17
287,98.0,8.28
287,88.0,8.28
287,82.0,8.28
288,50.0,0.16
288,60.0,0.16
288,54.0,0.16
288,52.0,0.16
288,58.0,0.16
289,88.0,0.16
289,98.0,0.16
289,88.0,0.16
289,96.0,0.16
289,86.0,0.16
290,86.0,0.16
290,74.0,0.16
290,84.0,0.16
290,86.0,0.16
290,84.0,0.16
291,86.0,0.17
291,88.0,0.17
291,78.0,0.17
291,76.0,0.17
292,82.0,0.17
292,52.0,0.17
292,80.0,0.17
292,74.0,0.17
293,92.0,0.17
293,84.0,0.17
293,84.0,0.17
294,94.0,0.16
294,88.0,0.16
294,86.0,0.16
294,96.0,0.16
294,92.0,0.16
295,84.0,0.16
295,86.0,0.16
295,82.0,0.16
295,96.0,0.16
296,90.0,0.17
296,74.0,0.17
296,88.0,0.17
297,58.0,0.17
297,62.0,0.17
297,62.0,0.17
298,90.0,0.16
298,86.0,0.16
298,92.0,0.16
298,96.0,0.16
299,84.0,0.17
299,76.0,0.17
299,86.0,0.16
299,56.0,0.16
300,84.0,0.16
300,70.0,0.16
300,82.0,0.16
300,72.0,0.16
301,92.0,0.17
301,96.0,0.17
301,86.0,0.17
301,92.0,0.17
302,94.0,0.17
302,94.0,0.17
302,76.0,0.17
303,96.0,0.17
303,94.0,0.17
303,100.0,0.17
303,100.0,0.17
304,94.0,0.17
304,92.0,0.17
304,88.0,0.17
305,86.0,0.17
305,90.0,0.17
305,90.0,0.17
306,78.0,0.17
306,78.0,0.17
306,68.0,0.17
306,68.0,0.17
307,80.0,0.17
307,98.0,0.17
307,92.0,0.17
308,84.0,8.35
308,90.0,8.35
309,50.0,0.17
309,64.0,0.17
309,62.0,0.17
309,64.0,0.17
310,96.0,0.17
310,92.0,0.17
310,94.0,0.17
310,92.0,0.17
311,92.0,0.16
311,90.0,0.16
311,88.0,0.16
311,92.0,0.17
312,92.0,0.16
312,94.0,0.16
312,94.0,0.16
313,92.0,0.16
313,92.0,0.16
313,82.0,0.16
314,50.0,0.18
314,60.0,0.18
314,56.0,0.18
315,66.0,0.17
