episode,reward,execution_time
315,56.0,0.17
315,40.0,0.17
315,68.0,0.17
315,44.0,0.17
316,48.0,0.17
316,40.0,0.17
316,52.0,0.17
316,20.0,0.17
317,50.0,0.17
317,54.0,0.17
317,40.0,0.17
318,92.0,0.16
318,92.0,0.16
318,90.0,0.16
319,72.0,0.17
319,74.0,0.17
319,70.0,0.17
319,84.0,0.17
319,78.0,0.17
320,68.0,0.21
320,62.0,0.21
320,68.0,0.21
320,66.0,0.21
321,92.0,0.17
321,90.0,0.17
321,82.0,0.17
321,94.0,0.17
322,96.0,0.17
322,96.0,0.17

322,94.0,0.17
323,54.0,0.17
323,64.0,0.17
323,54.0,0.17
324,68.0,0.17
324,42.0,0.17
324,72.0,0.17
325,88.0,0.17
325,84.0,0.17
325,82.0,0.17
326,94.0,0.17

326,96.0,0.17
327,48.0,0.16
327,34.0,0.16
327,34.0,0.16
328,62.0,8.35
328,40.0,8.35
328,30.0,8.35
329,90.0,0.15
329,92.0,0.15
329,88.0,0.15
329,98.0,0.15
330,90.0,0.16
330,86.0,0.16
330,82.0,0.16
330,80.0,0.16
330,88.0,0.16
331,92.0,0.16
331,92.0,0.16
331,82.0,0.16
331,90.0,0.16
331,94.0,0.16
331,94.0,0.16
331,98.0,0.16
331,94.0,0.16
332,80.0,0.17
332,74.0,0.17
332,78.0,0.17
332,76.0,0.17
333,90.0,0.17
333,90.0,0.17
333,92.0,0.17
333,86.0,0.17
334,50.0,0.17
334,58.0,0.17
334,62.0,0.17
334,64.0,0.17
335,96.0,0.17
335,96.0,0.17
335,96.0,0.17
335,96.0,0.17
336,44.0,0.17
336,52.0,0.17
336,50.0,0.17
336,50.0,0.17
336,48.0,0.17
337,94.0,0.17
337,96.0,0.17
337,96.0,0.17
337,94.0,0.17
338,94.0,0.17
338,94.0,0.17
338,98.0,0.17
338,94.0,0.17
339,92.0,0.17
339,94.0,0.17
339,88.0,0.17
339,88.0,0.17
339,96.0,0.17
340,96.0,0.16
340,84.0,0.16
340,96.0,0.16
340,90.0,0.16
341,98.0,0.17
341,92.0,0.17
341,96.0,0.17
341,88.0,0.17
342,84.0,0.17
342,92.0,0.17
342,90.0,0.17
342,86.0,0.17
343,74.0,0.16
343,82.0,0.16
343,80.0,0.16
343,78.0,0.16
344,82.0,0.17
344,68.0,0.17
344,88.0,0.17
345,80.0,0.16
345,50.0,0.16
345,54.0,0.16
346,88.0,0.17
346,100.0,0.17
346,94.0,0.17
346,100.0,0.17
347,90.0,0.17
347,90.0,0.17
347,92.0,0.17
348,68.0,0.16
348,70.0,0.16
349,90.0,8.46
349,88.0,8.46
349,94.0,8.46
350,88.0,0.16
350,86.0,0.16
350,88.0,0.16
350,74.0,0.16
351,84.0,0.17
351,86.0,0.17
351,84.0,0.17
351,66.0,0.17
352,94.0,0.17
352,92.0,0.17
352,88.0,0.17
353,94.0,0.17
353,96.0,0.17
354,86.0,0.17
354,86.0,0.17
354,88.0,0.17
355,96.0,0.17
355,96.0,0.17
355,94.0,0.17
355,88.0,0.17
355,96.0,0.17
355,94.0,0.17
356,88.0,0.17
356,90.0,0.17
356,88.0,0.17
356,88.0,0.17
356,96.0,0.17
357,96.0,0.16
357,76.0,0.16
357,90.0,0.16
358,74.0,0.17
358,78.0,0.17
358,72.0,0.17
358,76.0,0.17
358,54.0,0.17
359,86.0,0.16
359,88.0,0.16
359,88.0,0.16
359,88.0,0.16
359,88.0,0.16
360,86.0,0.17
360,92.0,0.17
360,86.0,0.17
360,86.0,0.17
361,86.0,0.16
361,90.0,0.16
361,92.0,0.16
361,78.0,0.16
362,42.0,0.17
362,42.0,0.17
362,50.0,0.17
362,46.0,0.17
363,68.0,0.17
363,74.0,0.17
363,86.0,0.17
364,72.0,0.17
364,68.0,0.17
364,72.0,0.17
365,76.0,0.16
365,62.0,0.16
366,88.0,0.16
366,96.0,0.16
366,96.0,0.16
366,92.0,0.16
367,82.0,0.17
367,86.0,0.16
367,92.0,0.17
367,86.0,0.16
368,44.0,0.17
368,40.0,0.17
368,46.0,0.17
369,88.0,8.48
369,86.0,8.48
369,90.0,8.48
369,60.0,8.48
369,70.0,8.48
370,92.0,0.16
370,94.0,0.16
370,92.0,0.16
370,92.0,0.16
370,98.0,0.16
370,96.0,0.16
371,66.0,0.16
371,80.0,0.16
371,74.0,0.16
371,54.0,0.16
372,88.0,0.16
372,92.0,0.16
372,84.0,0.16
373,92.0,0.16
373,90.0,0.16
373,88.0,0.16
373,88.0,0.16
374,94.0,0.17
374,96.0,0.17
375,82.0,0.16
375,76.0,0.16
375,80.0,0.16
375,64.0,0.16
375,84.0,0.16
376,82.0,0.16
376,84.0,0.16
376,90.0,0.16
376,86.0,0.16
376,86.0,0.16
377,92.0,0.16
377,88.0,0.16
377,88.0,0.16
377,82.0,0.16
378,86.0,0.17
378,94.0,0.17
378,90.0,0.17
378,86.0,0.17
379,84.0,0.16
379,84.0,0.16
379,92.0,0.16
380,90.0,0.17
380,92.0,0.17
380,86.0,0.17
381,98.0,0.16
381,88.0,0.16
381,92.0,0.16
381,98.0,0.16
382,92.0,0.16
382,96.0,0.16
382,98.0,0.16
382,94.0,0.16
382,94.0,0.16
383,86.0,0.16
383,82.0,0.16
383,90.0,0.16
383,88.0,0.16
384,96.0,0.16
384,94.0,0.16
384,70.0,0.16
385,90.0,0.16
385,88.0,0.16
385,90.0,0.16
386,86.0,0.17
386,86.0,0.17
387,62.0,0.17
387,60.0,0.18
387,66.0,0.17
388,78.0,0.16
388,80.0,0.16
388,90.0,0.17
388,82.0,0.17
389,94.0,0.17
389,88.0,0.17
389,90.0,0.17
390,70.0,8.65
390,64.0,8.65
390,66.0,8.65
390,68.0,8.65
390,74.0,8.65
391,82.0,0.16
391,98.0,0.16
391,98.0,0.16
391,100.0,0.16
392,68.0,0.16
392,62.0,0.16
392,72.0,0.16
392,74.0,0.16
392,76.0,0.16
393,90.0,0.16
393,94.0,0.16
393,96.0,0.16
393,88.0,0.16
393,96.0,0.16
393,86.0,0.16
394,86.0,0.16
394,94.0,0.16
394,90.0,0.16
394,86.0,0.16
395,92.0,0.17
395,98.0,0.17

395,100.0,0.17
395,96.0,0.17
395,100.0,0.17
396,90.0,0.16
396,92.0,0.16
396,92.0,0.16
397,80.0,0.16
397,82.0,0.16
397,80.0,0.16
398,88.0,0.17
398,90.0,0.17
398,96.0,0.17
398,90.0,0.17
399,98.0,0.16
399,92.0,0.16
399,94.0,0.16
400,84.0,0.16
400,80.0,0.16
400,82.0,0.16
400,84.0,0.16
401,84.0,0.16
401,84.0,0.16
402,84.0,0.16
402,78.0,0.16
402,84.0,0.16
402,78.0,0.16
402,82.0,0.16
402,80.0,0.16
403,74.0,0.16
403,58.0,0.16
403,66.0,0.16
404,94.0,0.16
404,96.0,0.16
404,96.0,0.16
405,64.0,0.18
405,58.0,0.18
405,64.0,0.18
405,82.0,0.18
406,96.0,0.16
406,96.0,0.17
406,94.0,0.17
406,92.0,0.17
406,94.0,0.17
407,96.0,0.34
4407,94.0,0.34

408,88.0,0.2
408,88.0,0.2
408,94.0,0.2
408,96.0,0.2
409,90.0,0.18
409,90.0,0.18
409,92.0,0.18
409,90.0,0.18
410,88.0,8.3
410,84.0,8.3
410,92.0,8.3
410,88.0,8.3
410,86.0,8.3
410,86.0,8.3
411,94.0,0.16
411,96.0,0.16
411,92.0,0.16
412,76.0,0.16
412,78.0,0.16
412,90.0,0.16
412,86.0,0.16
412,76.0,0.16
413,78.0,0.16
413,88.0,0.16
413,76.0,0.16
414,86.0,0.16
414,92.0,0.16
414,88.0,0.16
415,100.0,0.16415,94.0,0.16
415,94.0,0.16
415,100.0,0.16
415,96.0,0.16
416,92.0,0.17

416,90.0,0.17
416,94.0,0.17
417,92.0,0.17

417,92.0,0.17
418,92.0,0.16
418,90.0,0.16
418,88.0,0.16
418,88.0,0.16
418,88.0,0.16
419,86.0,0.15
419,90.0,0.15
419,94.0,0.15
419,94.0,0.15
419,90.0,0.15
420,86.0,0.15
420,84.0,0.15
420,84.0,0.15
420,82.0,0.15
420,90.0,0.15
421,96.0,0.17
421,94.0,0.17
421,98.0,0.17
421,94.0,0.17
422,78.0,0.16

422,94.0,0.16
422,98.0,0.16
422,92.0,0.16
423,90.0,0.16
423,96.0,0.16
423,96.0,0.15
423,92.0,0.15
423,94.0,0.15
423,94.0,0.15
424,86.0,0.17
424,90.0,0.17
424,96.0,0.17
424,90.0,0.17
424,90.0,0.17
425,98.0,0.15
425,92.0,0.15
425,90.0,0.15
425,96.0,0.15
425,94.0,0.15
426,62.0,0.16
426,60.0,0.16
426,56.0,0.16
426,66.0,0.16
426,70.0,0.16
426,62.0,0.16
427,88.0,0.16
427,88.0,0.16
427,92.0,0.16
427,90.0,0.16
427,90.0,0.16
427,94.0,0.16
428,96.0,0.16
428,80.0,0.16
428,98.0,0.16
428,98.0,0.16
428,96.0,0.16
428,96.0,0.16
429,98.0,0.16
429,100.0,0.16
429,100.0,0.16429,98.0,0.16
429,100.0,0.16
430,46.0,0.16
430,62.0,0.16
430,60.0,0.16
430,60.0,0.16
430,52.0,0.16
430,64.0,0.16
431,72.0,8.72
431,92.0,8.72
432,98.0,0.17

432,100.0,0.17
432,100.0,0.17
433,66.0,0.16
433,64.0,0.16
433,66.0,0.16
433,64.0,0.16
434,48.0,0.16
434,70.0,0.16
434,68.0,0.16
434,66.0,0.16
435,50.0,0.16
435,58.0,0.16
435,60.0,0.16
436,92.0,0.17
436,98.0,0.17
436,94.0,0.17
437,86.0,0.17
437,90.0,0.17
437,86.0,0.17
437,86.0,0.17
438,88.0,0.18
438,88.0,0.18
438,96.0,0.18
439,94.0,0.18
439,80.0,0.18
439,80.0,0.18
439,86.0,0.18
439,80.0,0.18
440,92.0,0.16
440,96.0,0.16

440,98.0,0.16
440,94.0,0.16
441,92.0,0.36
441,96.0,0.36
441,94.0,0.36
441,98.0,0.36
442,98.0,0.17
442,96.0,0.17
442,96.0,0.17

442,90.0,0.17
442,94.0,0.17
443,56.0,0.2

443,90.0,0.21
443,78.0,0.21
443,86.0,0.2
444,98.0,0.18

444,96.0,0.18
445,48.0,0.18
445,54.0,0.19
445,46.0,0.18
446,64.0,0.21
446,94.0,0.21
446,98.0,0.21
446,96.0,0.21
447,98.0,0.17
447,94.0,0.17
447,94.0,0.17
447,94.0,0.17
447,94.0,0.17
448,86.0,0.18
448,84.0,0.18
448,92.0,0.18
448,90.0,0.18
448,94.0,0.18
449,96.0,0.16
449,96.0,0.16
450,90.0,0.17
450,86.0,0.17
450,84.0,0.17
450,84.0,0.17
450,92.0,0.17
451,94.0,8.61
451,94.0,8.61
451,90.0,8.61
451,98.0,8.61
452,94.0,0.19
452,90.0,0.19
452,94.0,0.19
452,88.0,0.19
453,84.0,0.2
453,94.0,0.2
454,88.0,0.19
454,92.0,0.19
454,92.0,0.19
454,98.0,0.19
455,98.0,0.17
455,92.0,0.17
455,96.0,0.17
455,94.0,0.17
456,76.0,0.17
456,76.0,0.17
456,74.0,0.17
457,74.0,0.17
457,94.0,0.17
457,94.0,0.17
457,90.0,0.17
457,86.0,0.17
457,90.0,0.17
458,94.0,0.16

458,96.0,0.16
458,96.0,0.16
458,92.0,0.16
458,96.0,0.16
459,68.0,0.16
459,70.0,0.16
459,74.0,0.16
459,72.0,0.16
459,70.0,0.16
460,94.0,0.16
460,98.0,0.16
460,100.0,0.16
461,88.0,0.17
461,82.0,0.17
462,96.0,0.17
462,96.0,0.17
462,100.0,0.17
462,96.0,0.17
462,98.0,0.17
463,72.0,0.16
463,82.0,0.16
463,76.0,0.16
463,82.0,0.16
463,78.0,0.16
463,84.0,0.16
464,82.0,0.15
464,90.0,0.15
464,90.0,0.15
464,90.0,0.15
464,92.0,0.15
464,92.0,0.15
465,96.0,0.15
465,100.0,0.15
465,96.0,0.15
465,100.0,0.15
465,98.0,0.15
465,96.0,0.15
466,90.0,0.15
466,88.0,0.15
466,86.0,0.15
466,82.0,0.15
466,86.0,0.15
467,56.0,0.15
467,56.0,0.15
467,48.0,0.15
467,54.0,0.15
467,58.0,0.15
468,96.0,0.17
468,94.0,0.17
468,98.0,0.17
468,100.0,0.17
468,98.0,0.17
468,96.0,0.17
469,48.0,0.16
469,42.0,0.16
469,36.0,0.16
469,34.0,0.16
469,36.0,0.16
470,46.0,0.16
470,54.0,0.16
470,22.0,0.16
471,98.0,0.15
471,92.0,0.15
471,98.0,0.15
472,84.0,8.42
472,72.0,8.42
472,90.0,8.42
473,72.0,0.17
473,80.0,0.17
473,70.0,0.17
473,54.0,0.17
474,82.0,0.17
474,88.0,0.17
474,84.0,0.17
474,86.0,0.17
475,80.0,0.22
475,94.0,0.21
475,98.0,0.21
476,92.0,0.17
476,94.0,0.17
476,94.0,0.17
476,92.0,0.17
477,98.0,0.16
477,94.0,0.16

477,96.0,0.16
477,98.0,0.16
478,94.0,0.16
478,90.0,0.16
478,90.0,0.16
478,92.0,0.16
478,86.0,0.16
479,92.0,0.17
479,92.0,0.17
479,96.0,0.17
480,88.0,0.17
480,94.0,0.17
480,92.0,0.17
480,86.0,0.17
481,96.0,0.17
481,94.0,0.17
481,96.0,0.17
482,60.0,0.17
482,68.0,0.17
482,58.0,0.17
483,96.0,0.16
483,96.0,0.16
483,96.0,0.16
484,64.0,0.18
484,58.0,0.18
484,62.0,0.18
485,64.0,0.17
485,66.0,0.17
486,70.0,0.17
486,66.0,0.17
486,68.0,0.17
486,68.0,0.17
487,98.0,0.17
487,98.0,0.17
487,98.0,0.17
488,94.0,0.17
488,92.0,0.17
488,92.0,0.17
488,92.0,0.17
489,92.0,0.18
489,92.0,0.18
489,92.0,0.18
489,94.0,0.18
490,98.0,0.18

490,94.0,0.18
490,96.0,0.18
491,90.0,0.18
491,94.0,0.18
491,82.0,0.18
491,98.0,0.18
492,90.0,8.39
492,96.0,8.39
492,90.0,8.39
493,88.0,0.16
493,90.0,0.16
494,96.0,0.16
494,98.0,0.16
494,96.0,0.16
494,94.0,0.16

494,100.0,0.16
495,36.0,0.17
495,48.0,0.17
495,50.0,0.17
495,46.0,0.17
496,98.0,0.17

496,98.0,0.17
496,100.0,0.17
496,100.0,0.17
496,96.0,0.17
497,86.0,0.16
497,62.0,0.16
497,84.0,0.16
497,82.0,0.16
497,76.0,0.16
497,86.0,0.16
498,94.0,0.16
498,98.0,0.16
498,96.0,0.16
499,84.0,0.16
499,90.0,0.16
499,90.0,0.16
499,84.0,0.16
499,84.0,0.16
500,82.0,0.16
500,82.0,0.16
500,84.0,0.16
500,80.0,0.16
501,60.0,0.17
501,60.0,0.17
501,62.0,0.17
501,60.0,0.17
502,96.0,0.16
502,96.0,0.16
502,100.0,0.16
502,96.0,0.16
503,96.0,0.16
503,96.0,0.16
503,94.0,0.15
503,96.0,0.15
503,96.0,0.15
504,90.0,0.15
504,86.0,0.16
504,86.0,0.16
504,88.0,0.15
504,88.0,0.16
504,90.0,0.16
505,96.0,0.16
505,92.0,0.16
505,96.0,0.16
505,94.0,0.16
505,96.0,0.16
505,92.0,0.16
505,96.0,0.16
506,96.0,0.18
5506,90.0,0.17
506,98.0,0.17
507,88.0,0.18
507,90.0,0.18
507,58.0,0.18
508,96.0,0.16
508,92.0,0.16
508,82.0,0.16
508,96.0,0.16
509,68.0,0.16
509,88.0,0.16
509,94.0,0.16
509,92.0,0.16
510,64.0,0.16
510,56.0,0.16
510,64.0,0.16
510,66.0,0.17
510,70.0,0.17
511,98.0,0.17

511,96.0,0.17
511,98.0,0.17
511,100.0,0.17
512,100.0,0.17
512,100.0,0.17
512,100.0,0.17
513,90.0,0.16
513,86.0,0.16
513,86.0,0.16
514,56.0,0.16
514,62.0,0.16
514,66.0,0.16
515,84.0,0.15
515,94.0,0.15
516,98.0,0.16
516,98.0,0.16
517,96.0,0.17
517,92.0,0.17
517,96.0,0.17
518,94.0,0.16
518,96.0,0.16
518,98.0,0.16
519,78.0,0.17
519,76.0,0.17
519,70.0,0.17
519,70.0,0.17
520,92.0,0.16
520,94.0,0.16
520,92.0,0.16
520,88.0,0.16
521,42.0,0.17
521,60.0,0.17
521,48.0,0.17
521,56.0,0.17
521,44.0,0.17
522,98.0,0.16
522,98.0,0.16
522,98.0,0.16
522,98.0,0.16
523,92.0,0.16
523,92.0,0.16
523,96.0,0.16
524,92.0,0.17
524,28.0,0.16
525,92.0,0.16
525,94.0,0.16
525,94.0,0.16
525,92.0,0.16
526,96.0,0.16
526,98.0,0.16
526,98.0,0.16
526,96.0,0.16
527,96.0,0.16
527,98.0,0.16
527,92.0,0.16
527,96.0,0.16
527,98.0,0.17
528,74.0,0.16

528,98.0,0.16

528,72.0,0.16
529,100.0,0.17
529,98.0,0.17
529,100.0,0.17
529,100.0,0.17
529,98.0,0.17
530,90.0,0.16
530,88.0,0.16
530,88.0,0.16
531,94.0,0.17
531,96.0,0.17
531,92.0,0.17
532,64.0,0.17
532,60.0,0.17
533,86.0,8.31
533,88.0,8.31
533,86.0,8.31
533,86.0,8.31
534,94.0,0.16
534,100.0,0.16
535,74.0,0.18
535,94.0,0.18
535,88.0,0.18
535,96.0,0.18
535,88.0,0.18
536,100.0,0.16
536,100.0,0.16
536,100.0,0.16
537,100.0,0.16
537,98.0,0.16
537,100.0,0.16
537,98.0,0.16
537,98.0,0.16
537,98.0,0.16
538,94.0,0.17
538,94.0,0.17
538,64.0,0.17
538,94.0,0.17
539,96.0,0.16
539,98.0,0.16
539,96.0,0.16
539,96.0,0.16
539,94.0,0.16
540,96.0,0.18

540,98.0,0.18

540,98.0,0.18
540,100.0,0.18
541,98.0,0.21
541,94.0,0.21
541,94.0,0.21
542,92.0,0.16
542,94.0,0.16
542,98.0,0.16
542,90.0,0.16
542,96.0,0.16
543,98.0,0.16

543,100.0,0.16
543,98.0,0.16
543,100.0,0.16
543,98.0,0.16
543,98.0,0.16
544,94.0,0.15

544,100.0,0.15
544,100.0,0.15
544,100.0,0.15
544,96.0,0.15
544,98.0,0.15
545,90.0,0.16

545,100.0,0.16
545,98.0,0.16
546,42.0,0.16
546,30.0,0.16
546,68.0,0.16
547,44.0,0.16
547,92.0,0.16
547,90.0,0.16
548,92.0,0.15
548,90.0,0.15
548,96.0,0.15
549,80.0,0.15
549,84.0,0.15
549,76.0,0.15
549,82.0,0.15
549,82.0,0.15
550,98.0,0.15

550,100.0,0.15
550,100.0,0.15
550,98.0,0.15
551,92.0,0.16
551,94.0,0.16
551,92.0,0.16
552,66.0,0.17
552,80.0,0.17
552,76.0,0.17
552,70.0,0.17
553,98.0,8.62
553,86.0,8.62

554,64.0,0.16
554,64.0,0.16
554,68.0,0.16
555,58.0,0.16
555,72.0,0.16
555,66.0,0.16
555,52.0,0.16
556,80.0,0.18
556,94.0,0.18
556,96.0,0.18
557,96.0,0.16
557,98.0,0.16
558,70.0,0.16
558,94.0,0.16
558,96.0,0.16
559,92.0,0.17
559,98.0,0.17
559,92.0,0.17
559,86.0,0.17
560,96.0,0.17
560,96.0,0.17
560,98.0,0.17
560,98.0,0.17
561,96.0,0.18
561,98.0,0.19
561,98.0,0.19
562,88.0,0.18
562,68.0,0.18
562,88.0,0.18
562,96.0,0.18
562,94.0,0.18
563,98.0,0.17

563,100.0,0.17
563,82.0,0.17
563,98.0,0.17
563,98.0,0.17

564,92.0,0.17
564,76.0,0.17
564,92.0,0.17
564,84.0,0.17
564,92.0,0.17
565,94.0,0.17
565,94.0,0.17
565,52.0,0.17
565,86.0,0.17
565,98.0,0.17
566,98.0,0.17
566,96.0,0.17

566,98.0,0.17
566,94.0,0.17
566,96.0,0.17
567,98.0,0.18
567,96.0,0.18
567,92.0,0.18
568,96.0,0.17

568,94.0,0.17
568,96.0,0.17
568,98.0,0.17
569,100.0,0.17
569,100.0,0.17
569,100.0,0.17
570,86.0,0.17
570,98.0,0.17
570,100.0,0.17
571,82.0,0.17
571,86.0,0.17
571,86.0,0.17
572,92.0,0.17
572,90.0,0.17
572,86.0,0.17
573,54.0,0.17
573,98.0,0.17
573,96.0,0.17
574,88.0,8.64

74,98.0,8.64

574,100.0,8.64
575,88.0,0.16
575,94.0,0.16
575,60.0,0.16
575,92.0,0.16
576,88.0,0.17
576,88.0,0.17
576,88.0,0.17
576,88.0,0.17
577,80.0,0.17
577,86.0,0.17
577,90.0,0.17
578,96.0,0.16
578,88.0,0.16
578,90.0,0.16
578,94.0,0.16
579,94.0,0.17
579,92.0,0.17
579,82.0,0.17
580,84.0,0.16
580,88.0,0.16
580,86.0,0.16
581,98.0,0.17
581,92.0,0.17
581,98.0,0.17
581,96.0,0.17
581,98.0,0.17
581,94.0,0.17
582,54.0,0.16
582,58.0,0.16
582,58.0,0.16
582,62.0,0.16
582,56.0,0.16
583,98.0,0.16
583,98.0,0.16

583,98.0,0.16
584,98.0,0.17

584,96.0,0.17
584,98.0,0.17
584,94.0,0.17
585,96.0,0.17
585,94.0,0.17
585,98.0,0.17
585,92.0,0.17
586,100.0,0.16
586,98.0,0.16
586,100.0,0.16
586,94.0,0.16
587,100.0,0.17
587,98.0,0.17
587,100.0,0.17
588,72.0,0.17
588,72.0,0.17
588,78.0,0.17
588,74.0,0.17
588,74.0,0.17
589,76.0,0.17
589,80.0,0.17
589,80.0,0.17
589,82.0,0.17
589,64.0,0.17
590,80.0,0.17
590,78.0,0.17
590,54.0,0.17
590,74.0,0.17
591,98.0,0.17

591,98.0,0.17
592,94.0,0.17
592,98.0,0.17
592,96.0,0.17
593,80.0,0.17
594,98.0,8.72

594,98.0,8.72
594,96.0,8.72

595,94.0,0.16
595,94.0,0.16
595,96.0,0.16
596,82.0,0.17
596,88.0,0.17
596,88.0,0.17
596,90.0,0.17
596,86.0,0.17
596,82.0,0.17
597,92.0,0.17
597,88.0,0.17
597,92.0,0.17
598,92.0,0.16
598,90.0,0.16
598,90.0,0.16
599,64.0,0.17
599,68.0,0.17
599,68.0,0.17
600,96.0,0.17
600,98.0,0.17
600,90.0,0.17
601,94.0,0.17
601,92.0,0.17
601,92.0,0.17
602,100.0,0.17
602,100.0,0.17
02,100.0,0.17
602,100.0,0.17
602,100.0,0.17
603,82.0,0.17
603,86.0,0.17
603,88.0,0.17
603,88.0,0.17
604,90.0,0.18
604,88.0,0.18
605,74.0,0.21
605,76.0,0.21
605,84.0,0.21
606,60.0,0.17
606,78.0,0.17
607,78.0,0.16
607,70.0,0.16
607,80.0,0.16
607,78.0,0.16
608,96.0,0.17
608,96.0,0.17
608,96.0,0.17
608,96.0,0.17
609,94.0,0.18
609,90.0,0.18
609,90.0,0.18
609,88.0,0.18
610,94.0,0.17
610,92.0,0.17
611,80.0,0.16
611,76.0,0.16
611,80.0,0.16
611,68.0,0.16
612,98.0,0.17
612,98.0,0.17
612,98.0,0.17
612,98.0,0.17
613,88.0,0.16
613,88.0,0.16
613,90.0,0.16
613,90.0,0.16
614,92.0,0.17
614,96.0,0.16
615,92.0,8.62
615,90.0,8.62
616,98.0,0.16
616,96.0,0.16
616,88.0,0.16
617,98.0,0.16
617,94.0,0.16
617,96.0,0.16
618,92.0,0.17
618,96.0,0.17
618,98.0,0.17
618,90.0,0.17
619,78.0,0.16
619,72.0,0.16
619,76.0,0.16
619,84.0,0.16
620,84.0,0.17
620,82.0,0.17
620,76.0,0.17
620,78.0,0.17
621,62.0,0.16

621,98.0,0.16
622,78.0,0.16
622,84.0,0.16
622,64.0,0.16
622,86.0,0.16
622,68.0,0.16
623,84.0,0.16
623,90.0,0.16
623,90.0,0.16
623,90.0,0.16
624,98.0,0.16
624,100.0,0.16
624,100.0,0.16
624,100.0,0.16
624,98.0,0.16
625,96.0,0.2
625,98.0,0.2
625,96.0,0.2
625,98.0,0.2
626,50.0,0.16
626,54.0,0.16
626,54.0,0.16
626,54.0,0.16
627,82.0,0.16
627,76.0,0.16
627,58.0,0.16
627,72.0,0.16
628,98.0,0.16
628,100.0,0.16
628,100.0,0.16
628,98.0,0.16
628,98.0,0.16
628,100.0,0.16
628,98.0,0.16
628,98.0,0.16
629,96.0,0.16
629,92.0,0.16
629,88.0,0.16
629,86.0,0.16
629,82.0,0.16
629,72.0,0.16
630,98.0,0.15
630,86.0,0.15
630,94.0,0.15
630,94.0,0.15
631,52.0,0.17
631,44.0,0.17
631,48.0,0.17
632,96.0,0.17
632,96.0,0.17
632,94.0,0.17
633,96.0,0.17
633,98.0,0.17
633,98.0,0.17
634,82.0,0.18
634,84.0,0.18
634,76.0,0.18
634,78.0,0.18
