1,3.68,0.17
1,3.72,0.17
1,3.83,0.17
1,3.87,0.17
1,3.63,0.17
2,0.74,0.17
2,0.75,0.17
2,0.74,0.17
2,0.75,0.17
3,2.9,0.17

3,2.79,0.17
3,2.79,0.17
3,2.8,0.17
4,1.62,0.17
4,1.86,0.17
4,1.61,0.17
5,4.25,0.17
5,4.24,0.17
5,4.22,0.17
5,4.25,0.17
6,0.91,0.17
6,1.14,0.17
6,1.03,0.17
6,0.92,0.17
7,1.45,0.17
7,1.47,0.17
7,1.32,0.17
7,1.29,0.17
8,2.54,0.17
8,2.61,0.17
8,3.0,0.17
8,2.62,0.17
8,2.8,0.17
9,5.03,0.19
9,4.89,0.19
9,4.85,0.19
9,4.91,0.19
10,3.8,0.18

10,3.63,0.18
10,3.9,0.18
10,3.4,0.18

10,3.57,0.18
11,1.81,0.17
11,1.67,0.17
11,1.78,0.17
12,3.39,0.17
12,3.5,0.17

12,3.58,0.17
13,1.42,0.17
13,1.39,0.17
13,1.32,0.17
13,1.36,0.17
14,4.2,0.16

14,4.28,0.16
14,4.32,0.16
14,4.13,0.16
14,4.09,0.16
15,2.45,0.17
15,2.32,0.1715,2.57,0.17
15,2.31,0.16
15,2.34,0.17
16,2.27,0.17
16,2.32,0.17
16,2.29,0.17
16,2.29,0.17
17,1.61,0.17
17,1.58,0.17
17,1.58,0.17
18,2.31,0.17
18,2.4,0.17

18,2.27,0.17
19,2.02,0.17
19,2.09,0.16
19,2.04,0.16
19,2.04,0.16
20,1.9,0.17
20,1.65,0.17
20,1.9,0.17

20,1.99,0.17
21,3.98,8.12
21,3.45,8.13
21,3.23,8.12
21,3.1,8.13

22,2.3,0.17

22,2.32,0.17
22,2.33,0.17
22,2.24,0.17
23,5.28,0.17
23,5.21,0.17
23,5.56,0.17
24,3.82,0.17
24,3.86,0.17
24,3.78,0.17
24,3.79,0.17
24,3.84,0.17
25,3.72,0.17
25,3.7,0.17
25,3.68,0.17
25,3.68,0.17
26,2.41,0.17
26,2.34,0.17
26,2.27,0.17
26,2.49,0.17
26,2.46,0.17
26,2.28,0.17
26,2.58,0.17
27,3.18,0.17
27,3.22,0.17
27,3.21,0.1727,3.2,0.17

28,1.91,0.16
28,1.89,0.16
28,1.89,0.16
29,2.96,0.17
29,2.92,0.17
29,2.71,0.17
29,2.6,0.17

30,5.38,0.17
30,5.38,0.17
30,5.33,0.17
30,5.56,0.17
31,3.36,0.17
31,3.41,0.17
31,3.47,0.17
31,3.38,0.17
31,3.38,0.17
32,3.71,0.16
32,4.02,0.16
32,3.95,0.16
32,3.77,0.16
32,4.03,0.16
32,4.05,0.16
32,3.97,0.16
33,3.37,0.17
33,3.14,0.17
33,3.14,0.16
33,3.28,0.17
33,3.1,0.17
34,3.83,0.17
34,3.71,0.17
35,2.6,0.17

35,2.73,0.17
35,2.66,0.17
35,2.72,0.17
35,2.86,0.17
35,2.75,0.17
36,2.95,0.16
36,2.93,0.16
36,2.91,0.16
37,2.04,0.17
7,1.79,0.17
37,1.9,0.17

37,1.8,0.17
38,3.85,0.17
38,3.86,0.17
38,3.78,0.17
38,3.89,0.17
38,3.76,0.17
38,3.86,0.17
39,2.94,0.17
39,3.06,0.17
39,2.88,0.17
39,2.96,0.17
40,3.5,0.17

40,3.52,0.17
40,3.52,0.17
41,0.96,8.14
41,0.83,8.14
41,0.94,8.14
42,2.41,0.17
42,2.42,0.17
42,2.41,0.17
42,2.42,0.17
42,2.41,0.17
42,2.41,0.17
43,2.33,0.17
43,2.33,0.17
43,2.33,0.17
44,5.82,0.16
44,5.25,0.16
44,5.69,0.16
44,5.17,0.16
44,5.34,0.16
45,2.14,0.16
45,2.16,0.16
45,2.31,0.16
45,2.21,0.16
46,2.69,0.17
46,2.2,0.17
46,2.2,0.17

46,2.62,0.17
47,4.28,0.17
47,4.19,0.17
47,4.04,0.17
47,4.38,0.17
48,1.93,0.17
48,1.94,0.17
48,2.08,0.17
49,1.93,0.16
49,1.56,0.16
49,1.54,0.16
50,2.35,0.16
50,2.32,0.16
50,2.4,0.16
50,2.26,0.16
50,2.43,0.16
50,2.28,0.16
50,2.37,0.16
51,4.7,0.17

51,4.6,0.17

51,4.68,0.17
51,5.19,0.17
52,2.92,0.17
52,3.3,0.17

52,3.23,0.17
53,2.18,0.17
53,2.27,0.17
53,2.24,0.17
53,2.35,0.17
54,3.93,0.18
54,4.18,0.18
54,4.1,0.18

54,4.22,0.18
54,4.2,0.18

55,1.56,0.17
55,1.83,0.17
55,1.59,0.17
55,1.81,0.17
56,4.05,0.17
56,4.27,0.17
56,4.58,0.17
56,3.88,0.17
56,4.18,0.17
57,3.09,0.17
57,3.17,0.17
57,3.09,0.17
57,3.48,0.17
57,3.31,0.17
57,3.13,0.17
58,1.7,0.16

58,1.34,0.16
58,1.48,0.16
59,3.48,0.17
59,3.5,0.17
59,3.59,0.17
59,3.7,0.17

60,2.22,0.17
60,2.19,0.17
60,2.19,0.17
60,2.2,0.17

60,2.19,0.17
61,1.32,0.17
61,1.44,0.17
61,1.37,0.17
61,1.38,0.17
62,3.24,8.31
62,3.33,8.31
62,3.14,8.31
62,3.28,8.31
62,2.94,8.31
63,3.48,0.17
63,3.46,0.17
63,3.63,0.17
63,3.7,0.17
63,3.74,0.17
63,3.83,0.17
64,3.39,0.17
64,3.36,0.17
64,3.39,0.17
64,3.4,0.17
64,3.23,0.17
64,3.5,0.17
65,2.6,0.18

65,2.88,0.18
65,2.82,0.18
65,3.12,0.18
66,5.59,0.17
66,5.24,0.17
66,6.02,0.17
66,5.78,0.17
66,6.07,0.17
67,2.23,0.17
67,2.36,0.17
67,2.29,0.17
67,2.27,0.17
67,2.26,0.17
68,3.36,0.16
68,3.33,0.16
68,3.5,0.16
69,2.87,0.17
69,2.9,0.17
69,3.06,0.17
69,2.96,0.17
70,1.92,0.16
70,1.95,0.16
70,1.95,0.16
70,1.98,0.16
70,1.96,0.16
70,1.92,0.16
71,3.89,0.17
71,3.93,0.17
71,3.79,0.17
71,4.25,0.17
72,3.33,0.17
72,3.33,0.17
72,3.65,0.17
72,3.3,0.17
73,4.12,0.17
74,3.82,0.17
74,3.58,0.17
74,3.59,0.17
74,3.6,0.17
74,3.33,0.17
75,1.82,0.17
75,1.69,0.17
75,1.9,0.17
75,1.8,0.17

75,2.04,0.17
76,2.41,0.17
76,2.09,0.17
76,2.37,0.17
76,2.12,0.17
76,2.14,0.17
77,3.17,0.18
77,3.27,0.18
77,3.19,0.18
78,1.65,0.17
78,1.96,0.17
78,1.48,0.17
78,1.69,0.17
78,1.86,0.17
79,1.91,0.17
79,1.83,0.17
79,1.88,0.17
79,1.84,0.17
79,1.89,0.17
80,4.17,0.16
80,4.19,0.16
80,4.22,0.16
80,3.84,0.16
80,4.15,0.16
80,3.82,0.16
81,1.96,0.17
81,1.9,0.17
81,1.96,0.17
81,1.82,0.17
81,1.88,0.17
81,1.86,0.17
82,4.6,8.02

82,5.04,8.02
82,5.11,8.02
83,1.08,0.17
83,1.12,0.17
83,1.14,0.17
83,1.12,0.17
83,1.03,0.17
84,2.16,0.17
84,2.21,0.17
84,2.23,0.17
84,2.18,0.17
84,2.26,0.17
85,1.33,0.17
5,1.35,0.17
85,1.16,0.17
85,1.34,0.17
86,3.38,0.18
86,3.47,0.17
86,3.44,0.17
87,0.72,0.17
87,0.72,0.17
87,0.72,0.17
87,0.71,0.17
88,3.19,0.17
88,3.25,0.17
88,3.04,0.17
88,2.96,0.17
88,3.44,0.17
88,2.98,0.17
88,3.16,0.17
89,2.72,0.17
89,2.05,0.17
89,2.73,0.17
89,2.28,0.17
90,1.72,0.17
90,1.7,0.17

90,1.67,0.17
91,2.47,0.17
91,2.47,0.17
91,2.75,0.17
91,2.45,0.17
91,2.75,0.17
92,1.44,0.16
92,1.16,0.16
92,1.07,0.16
92,0.91,0.16
92,1.31,0.16
92,1.23,0.16
93,2.93,0.17
93,3.12,0.17
93,2.91,0.17
94,3.26,0.17
94,3.27,0.17
94,3.26,0.17
94,3.28,0.17
95,1.51,0.17
95,1.45,0.17
95,1.55,0.17
95,1.63,0.17
96,2.88,0.17
96,2.82,0.17
96,2.78,0.17
96,2.78,0.17
97,1.8,0.16

97,1.81,0.16
97,1.86,0.16
97,1.87,0.16
98,3.42,0.16
98,3.42,0.16
98,3.42,0.16
98,3.42,0.16
98,3.41,0.16
98,3.42,0.16
99,3.38,0.17
99,3.39,0.17
99,3.39,0.17
99,3.39,0.17
99,3.39,0.17
100,3.37,0.17
00,3.29,0.17
100,3.57,0.17
101,1.22,0.17
101,1.24,0.17
101,1.25,0.17
101,1.18,0.17
101,1.25,0.17
102,2.01,0.17
102,2.78,0.17
102,2.6,0.17

102,1.9,0.17
102,2.38,0.17
103,2.41,8.11
103,2.36,8.11
103,2.02,8.11
103,2.23,8.11
103,2.62,8.11
104,3.27,0.16
104,3.26,0.16
104,3.27,0.16
104,3.26,0.16
105,2.33,0.17
105,2.17,0.17
105,2.22,0.17
105,2.3,0.17
105,2.26,0.17
106,2.55,0.17
106,2.58,0.17
106,2.59,0.17
106,2.56,0.17
106,2.6,0.17
106,2.54,0.17
107,0.69,0.16
107,0.6,0.16
107,0.6,0.16

107,0.78,0.16
107,0.57,0.16
108,4.08,0.17
108,4.24,0.17
108,4.15,0.17
108,4.03,0.17
108,4.22,0.17
109,2.41,0.17
109,2.54,0.17
109,2.5,0.17
109,2.46,0.17
109,2.52,0.17
110,3.4,0.17

110,3.52,0.17
110,3.58,0.17
111,3.17,0.17
111,2.95,0.17
111,3.0,0.17

112,2.77,0.17
112,2.36,0.17
112,3.04,0.17
112,2.58,0.17
112,2.78,0.17
113,3.25,0.17
113,3.27,0.17
113,3.28,0.17
113,3.27,0.17
114,2.49,0.17
114,2.43,0.17
114,2.44,0.17
114,2.48,0.17
114,2.46,0.17
115,2.39,0.17
115,2.4,0.17

115,2.4,0.17

115,2.42,0.17
116,3.19,0.17
116,3.67,0.17
116,3.25,0.17
116,3.3,0.17
116,3.11,0.17
117,3.97,0.17
117,3.5,0.17
117,4.09,0.17
117,3.57,0.17
117,3.99,0.17
118,3.98,0.17
118,3.97,0.17
118,3.99,0.17
118,3.6,0.17

119,2.03,0.17
119,2.03,0.17
119,1.96,0.17
119,2.02,0.17
120,1.74,0.17
120,1.73,0.17
120,1.73,0.17
120,1.74,0.17
120,1.74,0.17
121,0.54,0.17
121,0.53,0.17
121,0.58,0.17
122,3.33,0.17
122,3.28,0.17
122,3.29,0.17
122,3.33,0.17
122,3.37,0.17
123,4.6,8.16

123,4.22,8.16
123,4.17,8.16
124,2.99,0.17
124,3.14,0.17
124,3.12,0.17
124,3.06,0.17
124,3.03,0.17
125,2.02,0.17
125,2.16,0.17
125,1.95,0.17
125,1.89,0.17
125,1.84,0.17
125,2.01,0.17
126,4.33,0.18
126,4.3,0.18

126,4.2,0.18
126,4.35,0.18
127,2.36,0.17127,2.3,0.17
127,2.38,0.17
127,2.2,0.17
127,2.32,0.17
127,2.42,0.17
128,2.7,0.17

128,2.68,0.17
128,2.7,0.17
128,2.66,0.17
128,2.68,0.17
129,1.05,0.17
129,0.91,0.17
129,1.08,0.17
130,2.69,0.17
130,2.68,0.17
130,2.65,0.17
130,2.67,0.17
131,3.12,0.17
131,3.26,0.17131,2.92,0.17
131,3.16,0.17
131,2.99,0.17
131,2.86,0.17
132,0.48,0.17
132,0.67,0.17
132,0.68,0.17
132,0.85,0.17
133,3.65,0.17
133,3.66,0.17
133,3.67,0.17
134,4.51,0.17
134,4.64,0.17
134,4.38,0.17
134,4.21,0.17
134,4.12,0.17
134,4.24,0.17
135,1.24,0.17
135,1.3,0.17
135,1.32,0.17
135,1.26,0.17
136,3.39,0.17
136,3.27,0.17
136,3.34,0.17
136,3.26,0.17
136,3.38,0.17
136,3.37,0.17
137,3.05,0.17
137,3.14,0.17
137,3.56,0.17
137,2.93,0.17
137,3.47,0.17
137,3.61,0.17
137,3.07,0.17
138,2.2,0.18

138,2.24,0.18
138,2.2,0.18
138,2.23,0.18
138,2.19,0.18
138,2.2,0.18
139,2.48,0.17
139,2.53,0.17
139,2.7,0.17
139,2.4,0.17
139,2.44,0.17
140,5.23,0.16
140,5.3,0.17
140,5.22,0.17
140,5.13,0.17
140,5.29,0.17
140,5.41,0.17
141,4.92,0.17
141,4.95,0.17
141,4.91,0.17
141,4.9,0.17
141,4.9,0.17
142,2.12,0.17
142,2.1,0.17

142,2.07,0.17
143,2.42,0.17
143,2.36,0.17
143,2.29,0.17
143,2.18,0.17
143,2.38,0.17
144,1.26,7.92
144,1.05,7.92
144,1.22,7.92
144,1.81,7.92
144,1.45,7.92
145,5.01,0.17
145,4.96,0.17
145,4.68,0.17
145,5.05,0.17
145,5.48,0.17
146,1.79,0.17146,1.79,0.17
146,1.78,0.17
147,1.97,0.17
147,1.78,0.17
147,1.87,0.17
147,1.84,0.17
148,3.58,0.17
148,3.61,0.17
148,3.55,0.17
148,3.58,0.17
148,3.6,0.17
148,3.54,0.17
149,2.69,0.17
49,2.71,0.17
149,2.69,0.17
149,2.69,0.17
150,1.65,0.17
150,1.63,0.17
150,1.66,0.17
150,1.66,0.17
151,3.86,0.19
151,3.77,0.19
151,3.74,0.19
151,3.74,0.19
152,3.7,0.17

152,4.03,0.17
152,4.14,0.17
152,4.26,0.17
152,3.88,0.17
152,3.76,0.17
152,3.89,0.17
153,3.3,0.17
153,3.3,0.17
153,3.3,0.17
153,3.3,0.17
153,3.3,0.17
154,3.11,0.22
154,3.35,0.22
154,3.28,0.22
154,3.11,0.22
155,0.96,0.18
155,0.86,0.18
156,2.33,0.18
156,2.44,0.18
156,2.83,0.18
156,2.46,0.18
157,2.86,0.17
57,2.92,0.17
157,2.87,0.17
157,2.93,0.17
158,1.76,0.17
158,1.78,0.17
158,1.63,0.17
158,1.77,0.17
159,4.65,0.17
159,4.66,0.17
159,4.64,0.17
159,4.65,0.17
159,4.68,0.17
160,3.21,0.17160,3.18,0.17
160,3.28,0.17
160,3.21,0.17
160,3.24,0.17
160,3.19,0.17
160,3.26,0.17
161,1.18,0.17
161,1.23,0.17
161,1.09,0.17
161,1.08,0.17
161,0.88,0.17
162,3.45,0.17
162,3.5,0.17
162,3.6,0.17

162,3.47,0.17
163,2.67,0.17163,2.46,0.17
163,2.28,0.17
163,2.56,0.17
163,2.64,0.17
164,3.3,8.27
164,3.3,8.27
164,3.3,8.27
164,3.3,8.27
164,3.3,8.27
165,1.32,0.17
165,1.66,0.17
165,1.34,0.17165,1.37,0.17
166,1.04,0.17
166,1.29,0.17
167,4.44,0.17
167,5.24,0.17
168,2.21,0.17
168,2.13,0.17
169,4.96,0.17169,5.29,0.17
169,5.28,0.17
169,5.16,0.17
170,1.64,0.17
170,1.71,0.17
170,1.77,0.17
170,1.75,0.17
170,1.57,0.17
171,3.23,0.17
171,3.43,0.17
171,3.32,0.17
171,3.43,0.17
171,3.32,0.17
171,3.35,0.17
172,4.07,0.17
172,4.13,0.17
172,4.1,0.17
172,4.14,0.17
172,4.12,0.17
172,4.09,0.17
172,4.11,0.17
173,3.12,0.17
173,3.5,0.17
173,3.31,0.17
173,3.04,0.17
173,3.23,0.17
173,3.33,0.17
174,1.03,0.18
174,0.81,0.18
174,0.8,0.18
174,1.03,0.18
174,0.88,0.18
175,1.56,0.17
175,1.56,0.17
175,1.53,0.17
175,1.62,0.17
175,1.54,0.17
175,1.5,0.17
176,2.25,0.16
176,2.19,0.17
176,2.18,0.16
176,2.38,0.17
176,2.39,0.16
176,2.17,0.17
176,2.18,0.16
177,2.4,0.16

177,2.43,0.16
177,2.34,0.16
177,2.3,0.16
177,2.32,0.16
178,1.71,0.18
178,1.71,0.18
178,1.71,0.18
178,1.71,0.18
179,1.92,0.18
179,1.73,0.18
179,1.79,0.18
179,1.64,0.18
180,3.33,0.17
180,3.32,0.17
180,3.33,0.17
180,3.32,0.17
180,3.32,0.17
181,2.09,0.17
181,1.7,0.17

181,2.43,0.17
182,1.24,0.17
182,1.24,0.17
182,1.23,0.17
182,1.24,0.17
183,5.8,0.17

183,5.77,0.17
183,5.77,0.17
183,5.79,0.17
183,5.77,0.17
184,2.14,0.17
184,2.15,0.17
184,2.13,0.17
184,2.16,0.17
184,2.16,0.17
185,0.98,8.01
185,1.03,8.01
185,1.1,8.01
185,0.79,8.01
186,3.63,0.17
186,3.33,0.17
186,3.57,0.17
186,3.21,0.17
186,3.71,0.17
187,4.44,0.17
187,4.21,0.17
187,4.36,0.17
188,1.37,0.17
188,1.11,0.17
188,1.06,0.17
189,1.0,0.17

189,1.16,0.17
189,1.17,0.17
189,1.01,0.17
189,1.4,0.17
190,1.66,0.17
190,1.67,0.17
190,1.67,0.17
190,1.88,0.17
190,1.74,0.17
191,3.32,0.17
191,3.44,0.17
191,3.09,0.17
191,3.3,0.17
191,3.47,0.17
192,1.65,0.17
192,1.68,0.17
192,1.63,0.17
192,1.64,0.17
192,1.67,0.17
193,1.54,0.17
193,1.44,0.17
193,1.54,0.17
194,2.7,0.17

194,3.09,0.17
194,2.76,0.17
194,2.85,0.17
194,2.8,0.17
195,3.8,0.17

195,4.05,0.17
195,3.83,0.17
195,3.62,0.17
196,3.14,0.17
196,3.18,0.17
196,3.23,0.17
196,3.13,0.17
197,2.75,0.17197,2.7,0.17

197,2.7,0.17
198,2.54,0.17
198,2.59,0.17
198,2.5,0.17
198,2.5,0.17

198,2.45,0.17
199,5.52,0.17
199,5.56,0.17
199,5.91,0.17
199,5.56,0.17
199,5.67,0.17
199,5.52,0.17
199,5.37,0.17
200,2.77,0.17
200,2.75,0.17
200,2.76,0.17
200,2.78,0.17
200,2.77,0.17
200,2.75,0.17
201,3.27,0.17
201,3.16,0.17
201,3.15,0.17
201,3.11,0.17
202,2.41,0.16202,2.5,0.16

202,2.44,0.16
202,2.5,0.16
202,2.36,0.16
203,3.67,0.17
203,3.79,0.17
203,3.79,0.17
203,3.79,0.18
204,2.93,0.17
204,3.52,0.17
204,3.13,0.17
204,2.99,0.17
204,2.99,0.17
205,2.87,8.07
205,3.09,8.07
205,2.88,8.08
205,3.15,8.07
206,3.62,0.17
206,3.5,0.17

206,3.32,0.17
206,3.62,0.17
207,4.02,0.17
207,3.5,0.17
207,4.08,0.17
207,4.17,0.17
208,1.51,0.17
208,1.42,0.17
208,1.54,0.17
208,1.48,0.17
208,1.49,0.17
208,1.49,0.17
209,1.48,0.16
209,1.54,0.16
209,1.63,0.16
209,1.52,0.16
209,1.53,0.16
210,3.86,0.17
210,3.74,0.17
210,3.53,0.17
210,3.76,0.17
210,3.7,0.17

210,3.75,0.17
211,1.7,0.17

211,2.27,0.17
211,2.39,0.17
211,2.11,0.17
211,2.23,0.17
212,4.9,0.17
212,5.29,0.17
212,5.29,0.17
212,5.15,0.17
213,1.6,0.17

213,1.63,0.17
213,1.61,0.17
213,1.63,0.17
214,3.95,0.17
214,3.91,0.17
214,3.86,0.17
214,3.89,0.17
214,4.09,0.17
215,3.2,0.17

215,3.46,0.17
215,3.55,0.17
215,3.53,0.17
215,3.32,0.17
216,1.97,0.17
216,2.1,0.17

216,1.9,0.17

216,2.06,0.17
217,4.9,0.17
217,4.91,0.17
217,4.9,0.17

217,4.94,0.17
217,4.93,0.17
218,2.22,0.17
218,2.2,0.17
218,2.27,0.17
218,2.24,0.17
218,2.22,0.17
218,2.24,0.17
219,3.3,0.17
219,3.3,0.17
219,3.3,0.17
219,3.3,0.16
219,3.3,0.17
220,3.67,0.17
220,3.67,0.17
220,3.68,0.17
220,3.78,0.17
221,3.42,0.18
221,3.38,0.18
221,3.36,0.18
221,3.69,0.18
222,6.5,0.17

222,6.44,0.17
222,6.53,0.17
222,6.44,0.17
222,6.48,0.17
222,6.43,0.17
223,4.29,0.17
223,3.84,0.17
223,3.7,0.17

223,3.74,0.17
223,3.9,0.17
223,4.19,0.17
223,3.94,0.17
224,2.83,0.16
224,2.68,0.16
224,2.49,0.16
224,2.72,0.16
224,2.8,0.16
225,3.76,0.17
225,3.79,0.17
225,3.77,0.17
225,3.85,0.17
226,1.62,8.07
226,1.54,8.07
226,1.7,8.07

226,1.64,8.07
226,1.63,8.07
226,1.6,8.07
226,1.58,8.07
227,1.04,0.17
227,1.02,0.17
227,1.05,0.17
227,1.01,0.17
227,1.03,0.17
227,1.04,0.17
228,2.96,0.17
228,2.84,0.17
228,2.84,0.17
228,2.88,0.17
228,2.92,0.17
229,2.15,0.17
229,2.05,0.17
229,1.83,0.17
230,0.94,0.17
230,1.16,0.17
230,1.11,0.17
230,0.94,0.17
230,1.0,0.17
231,6.31,0.17
231,6.52,0.17
231,6.32,0.17
231,5.77,0.17
231,6.33,0.17
232,2.94,0.17
232,2.94,0.17
232,2.95,0.17
232,2.94,0.17
233,2.75,0.17
